week_start	sub-AK190207A/sub-AK190207A_ses-clicks1_ecephys+image.nwb	sub-AK190207A/sub-AK190207A_ses-clicks2_ecephys+image.nwb	sub-AK190207A/sub-AK190207A_ses-tones1_ecephys+image.nwb	sub-AK190207A/sub-AK190207A_ses-tones2_ecephys+image.nwb	sub-AK190207C/sub-AK190207C_ses-clicks1_ecephys+image.nwb	sub-AK190207C/sub-AK190207C_ses-tones1_ecephys+image.nwb	sub-AK190208/sub-AK190208_ses-clicks1_ecephys+image.nwb	sub-AK190208/sub-AK190208_ses-tones1_ecephys+image.nwb	sub-AK190502A/sub-AK190502A_ses-clicks1_ecephys+image.nwb	sub-AK190502A/sub-AK190502A_ses-clicks2_ecephys+image.nwb	sub-AK190502A/sub-AK190502A_ses-tones1_ecephys+image.nwb	sub-AK190502A/sub-AK190502A_ses-tones2_ecephys+image.nwb	sub-AK190502B/sub-AK190502B_ses-clicks1_ecephys+image.nwb	sub-AK190502B/sub-AK190502B_ses-tones1_ecephys+image.nwb	sub-AK190506/sub-AK190506_ses-clicks1_ecephys+image.nwb	sub-AK190506/sub-AK190506_ses-tones1_ecephys+image.nwb	sub-AK190508/sub-AK190508_ses-clicks1_ecephys+image.nwb	sub-AK190508/sub-AK190508_ses-tones1_ecephys+image.nwb	sub-AK210825B/sub-AK210825B_ses-clicks1_ecephys+image.nwb	sub-AK210825B/sub-AK210825B_ses-tones1_ecephys+image.nwb	sub-AK210826/sub-AK210826_ses-clicks1_ecephys+image.nwb	sub-AK210826/sub-AK210826_ses-tones1_ecephys+image.nwb	sub-AK211103B/sub-AK211103B_ses-clicks1_ecephys+image.nwb	sub-AK211103B/sub-AK211103B_ses-tones1_ecephys+image.nwb	sub-AK211117/sub-AK211117_ses-clicks1_ecephys+image.nwb	sub-AK211117/sub-AK211117_ses-tones1_ecephys+image.nwb	sub-AK211222/sub-AK211222_ses-clicks1_ecephys+image.nwb	sub-AK211222/sub-AK211222_ses-tones1_ecephys+image.nwb	sub-AK220630/sub-AK220630_ses-clicks1_ecephys+image.nwb	sub-AK220630/sub-AK220630_ses-tones1_ecephys+image.nwb	sub-AK221130/sub-AK221130_ses-clicks1_ecephys+image.nwb	sub-AK221130/sub-AK221130_ses-tones1_ecephys+image.nwb	sub-AK230127/sub-AK230127_ses-clicks1_ecephys+image.nwb	sub-AK230127/sub-AK230127_ses-tones1_ecephys+image.nwb	sub-AK230201/sub-AK230201_ses-clicks1_ecephys+image.nwb	sub-AK230201/sub-AK230201_ses-tones1_ecephys+image.nwb	sub-HK190220/sub-HK190220_ses-clicks1_ecephys+image.nwb	sub-HK190220/sub-HK190220_ses-tones1_ecephys+image.nwb	sub-HK190525/sub-HK190525_ses-clicks1_ecephys+image.nwb	sub-HK190525/sub-HK190525_ses-tones1_ecephys+image.nwb	sub-HK190624/sub-HK190624_ses-clicks1_ecephys+image.nwb	sub-HK190624/sub-HK190624_ses-tones1_ecephys+image.nwb	sub-HK190625/sub-HK190625_ses-clicks1_ecephys+image.nwb	sub-HK190625/sub-HK190625_ses-tones1_ecephys+image.nwb	sub-HK210212/sub-HK210212_ses-clicks1_ecephys+image.nwb	sub-HK210212/sub-HK210212_ses-tones1_ecephys+image.nwb	sub-HK220729/sub-HK220729_ses-clicks1_ecephys+image.nwb	sub-HK220729/sub-HK220729_ses-clicks2_ecephys+image.nwb	sub-HK220729/sub-HK220729_ses-tones1_ecephys+image.nwb	sub-HK220729/sub-HK220729_ses-tones2_ecephys+image.nwb	sub-HK220816/sub-HK220816_ses-clicks1_ecephys+image.nwb	sub-HK220816/sub-HK220816_ses-tones1_ecephys+image.nwb	sub-HK230224/sub-HK230224_ses-clicks1_ecephys+image.nwb	sub-HK230224/sub-HK230224_ses-tones1_ecephys+image.nwb	sub-HK230225/sub-HK230225_ses-clicks1_ecephys+image.nwb	sub-HK230225/sub-HK230225_ses-tones1_ecephys+image.nwb	sub-HK230405/sub-HK230405_ses-clicks1_ecephys+image.nwb	sub-HK230405/sub-HK230405_ses-tones1_ecephys+image.nwb	sub-HK230724/sub-HK230724_ses-clicks1_ecephys+image.nwb	sub-HK230724/sub-HK230724_ses-tones1_ecephys+image.nwb	sub-HK230902/sub-HK230902_ses-clicks1_ecephys+image.nwb	sub-HK230902/sub-HK230902_ses-tones1_ecephys+image.nwb	sub-HK230904/sub-HK230904_ses-clicks1_ecephys+image.nwb	sub-HK230904/sub-HK230904_ses-tones1_ecephys+image.nwb	sub-HK230916/sub-HK230916_ses-clicks1_ecephys+image.nwb	sub-HK230916/sub-HK230916_ses-tones1_ecephys+image.nwb	sub-HK231121/sub-HK231121_ses-clicks1_ecephys+image.nwb	sub-HK231121/sub-HK231121_ses-tones1_ecephys+image.nwb	sub-HK231122/sub-HK231122_ses-clicks1_ecephys+image.nwb	sub-HK231122/sub-HK231122_ses-tones1_ecephys+image.nwb	sub-HK231207/sub-HK231207_ses-clicks1_ecephys+image.nwb	sub-HK231207/sub-HK231207_ses-tones1_ecephys+image.nwb	sub-KO220727B/sub-KO220727B_ses-clicks1_ecephys+image.nwb	sub-KO220727B/sub-KO220727B_ses-tones1_ecephys+image.nwb	sub-KO220804B/sub-KO220804B_ses-clicks1_ecephys+image.nwb	sub-KO220804B/sub-KO220804B_ses-clicks2_ecephys+image.nwb	sub-KO220804B/sub-KO220804B_ses-tones1_ecephys+image.nwb	sub-KO220804B/sub-KO220804B_ses-tones2_ecephys+image.nwb	sub-KO230215/sub-KO230215_ses-clicks1_ecephys+image.nwb	sub-KO230215/sub-KO230215_ses-tones1_ecephys+image.nwb	sub-KO230406/sub-KO230406_ses-clicks1_ecephys+image.nwb	sub-KO230406/sub-KO230406_ses-tones1_ecephys+image.nwb	sub-KO230421B/sub-KO230421B_ses-clicks1_ecephys+image.nwb	sub-KO230421B/sub-KO230421B_ses-tones1_ecephys+image.nwb	sub-KO230827B/sub-KO230827B_ses-clicks1_ecephys+image.nwb	sub-KO230827B/sub-KO230827B_ses-tones1_ecephys+image.nwb	sub-KO230828/sub-KO230828_ses-clicks1_ecephys+image.nwb	sub-KO230828/sub-KO230828_ses-clicks2_ecephys+image.nwb	sub-KO230828/sub-KO230828_ses-tones1_ecephys+image.nwb	sub-KO230828/sub-KO230828_ses-tones2_ecephys+image.nwb	sub-KO230910/sub-KO230910_ses-clicks1_ecephys+image.nwb	sub-KO230910/sub-KO230910_ses-clicks2_ecephys+image.nwb	sub-KO230910/sub-KO230910_ses-tones1_ecephys+image.nwb	sub-KO230910/sub-KO230910_ses-tones2_ecephys+image.nwb
2025-10-06	24915960	0	0	0	8456232	0	22904644	0	17604132	0	0	0	10351104	0	20874036	0	25450044	0	17892240	0	22952576	0	31404784	0	19103340	0	8450532	0	3288164	0	23371904	0	22155072	0	19185932	0	16490064	0	17902336	0	16189016	0	22802208	0	24050104	0	17645524	0	0	0	23429028	0	8439740	0	17607200	0	25755244	0	11698716	0	18078520	0	32431644	0	21734204	0	3379200	0	23462940	0	5253404	0	28820064	0	24256428	0	0	0	17146120	0	11479716	0	17996460	0	16767660	0	26476776	0	0	0	20368212	0	0	0
2025-10-13	4847592	0	0	0	7932168	0	1265828	0	6738564	0	0	0	15001668	0	14531268	0	10902456	0	7459944	0	6379052	0	4127004	0	5225556	0	9933912	0	10375792	0	12026256	0	2279856	0	10538876	0	7974024	0	21418728	0	16488072	0	7325964	0	15075508	0	9242596	0	0	0	8319516	0	10410376	0	1126400	0	3054072	0	12419304	0	6445312	0	5263340	0	10637824	0	7493440	0	11764224	0	10572316	0	5414176	0	12071940	0	0	0	6542312	0	15664320	0	6672696	0	16004992	0	4127004	0	0	0	13578808	0	0	0
2025-10-20	9911844	0	0	0	3805164	0	20218816	0	1305780	0	0	0	13625832	0	9040104	0	13340316	0	10956360	0	7570584	0	8243676	0	9942132	0	15783024	0	9105612	0	11554936	0	5266932	0	9822244	0	4323528	0	8712564	0	13662688	0	10994412	0	10882996	0	8408896	0	0	0	17467800	0	12959792	0	6510820	0	5145028	0	14279056	0	9380408	0	7536012	0	4127004	0	15092368	0	2252800	0	14621048	0	12508572	0	13653656	0	0	0	9690940	0	8778072	0	17411448	0	15501968	0	11011116	0	0	0	9847240	0	0	0
2025-10-27	6722088	0	0	0	3805164	0	12510048	0	16560384	0	0	0	2489640	0	10106232	0	5778768	0	9801708	0	10702580	0	9517052	0	14840148	0	7398000	0	11764224	0	9511424	0	14660868	0	12369144	0	12559584	0	9650716	0	13728196	0	17845464	0	5126960	0	10427708	0	0	0	6441120	0	1078184	0	7768236	0	9468556	0	13769444	0	9838964	0	9914408	0	9642440	0	11292904	0	8319516	0	11567700	0	1287172	0	0	0	0	0	9428908	0	5352456	0	11258256	0	18297772	0	15400152	0	0	0	11571488	0	0	0
2025-11-03	34532652	0	0	0	34879692	0	46722440	0	49419120	0	0	0	34196184	0	31450332	0	48349716	0	49049556	0	41864864	0	45245364	0	39038028	0	33681204	0	40480568	0	24720356	0	40393032	0	30248872	0	49011636	0	20630244	0	39048444	0	45861024	0	39535996	0	24017704	0	0	0	45471720	0	30338676	0	44345540	0	69650904	0	44594808	0	41869000	0	48808644	0	60724228	0	28048500	0	40036464	0	37807504	0	47656468	0	32435404	0	0	0	53219808	0	63951624	0	32464608	0	26614900	0	61535100	0	0	0	23554676	0	0	0
2025-11-10	13313160	0	0	0	27375708	0	32642180	0	19958040	0	0	0	13364304	0	34452192	0	22581756	0	18678336	0	34441252	0	15300148	0	24656436	0	29778432	0	46534520	0	22664080	0	25889472	0	39739620	0	26091920	0	32227548	0	29438712	0	28594200	0	33107544	0	30485092	0	0	0	32786004	0	25733852	0	26712812	0	36015196	0	15012408	0	43259120	0	25926244	0	29504128	0	20986400	0	34088000	0	14475580	0	29933700	0	29319012	0	0	0	55582340	0	27941424	0	28800720	0	27487544	0	32056500	0	0	0	27684068	0	0	0
2025-11-17	16764948	0	0	0	15048804	0	7924488	0	20490864	0	0	0	21618312	0	18556764	0	18880368	0	13535664	0	22285108	0	13764740	0	20655276	0	26414220	0	12222780	0	14633812	0	16390368	0	19968072	0	10538704	0	15827120	0	29262132	0	21044424	0	19117252	0	24916912	0	0	0	17140260	0	2156368	0	24800316	0	22242616	0	6379804	0	15825720	0	10945020	0	10572316	0	17279660	0	10819896	0	22467556	0	18535308	0	27718828	0	0	0	22452268	0	7868868	0	10734192	0	12114204	0	22808328	0	0	0	19018360	0	0	0
2025-11-24	15107112	0	0	0	22564188	0	17509832	0	26513220	0	0	0	15984288	0	24739008	0	17415876	0	23664912	0	12483684	0	20690196	0	16135224	0	14561676	0	10885404	0	21262884	0	14582436	0	8696740	0	20533608	0	10783004	0	22375252	0	23129748	0	17507972	0	22671736	0	0	0	15022668	0	23380960	0	2252800	0	21849568	0	15092368	0	20280264	0	12970584	0	17410676	0	13951516	0	21197376	0	27367892	0	18315796	0	26315168	0	0	0	10931348	0	22195920	0	10734192	0	13712212	0	19008864	0	0	0	15305444	0	0	0
2025-12-01	13247652	0	0	0	19306824	0	13644860	0	13804668	0	0	0	15001668	0	19706400	0	14744112	0	15648444	0	17409172	0	19361644	0	16200732	0	9606372	0	19153864	0	21013616	0	15866304	0	31747644	0	15076708	0	21222204	0	17769748	0	19002744	0	10059812	0	24386880	0	0	0	23604216	0	14168992	0	18144028	0	21824764	0	15419908	0	29385876	0	5590880	0	9445916	0	2252800	0	22271032	0	17541692	0	7988520	0	25791104	0	0	0	9756448	0	10704912	0	16835556	0	20415068	0	20420172	0	0	0	26287360	0	0	0
2025-12-08	9513696	0	0	0	7932168	0	16899084	0	15254604	0	0	0	15460056	0	6848832	0	10771440	0	10194756	0	10506056	0	12839568	0	10189080	0	14758200	0	17214152	0	7506204	0	5659980	0	10342352	0	6850520	0	14039752	0	16095024	0	17468772	0	3845220	0	14489204	0	0	0	12708552	0	8439740	0	22416500	0	10945136	0	6445312	0	10035488	0	10723204	0	31609344	0	14699320	0	4520052	0	15956736	0	2574344	0	9657668	0	0	0	11062364	0	17806884	0	16494336	0	19235924	0	12618948	0	0	0	14367292	0	0	0
2025-12-15	28657188	19006968	37169500	10088232	34498420	19857312	17664004	0	33321672	14720252	16001296	0	26990136	4127004	13959696	12655380	26203200	0	32631540	22921808	26187244	10485760	24493160	16232328	37556340	9891708	36787788	4127004	44452716	13232616	42767524	0	36722228	23417716	48501720	0	31279624	5764704	37184784	9105612	40239232	21781420	30103056	10801564	27792728	0	40630912	13298124	0	0	28987656	13250168	29407696	4323528	27735412	13851984	19370864	0	47303368	4127004	64186744	10808820	55828788	42117368	52548684	30806224	14344564	18014700	57185572	25358316	47627716	8843580	48082960	13363632	46996648	22965892	8385024	0	22333984	14215236	24351768	10554932	22711976	0	57870092	30528292	30841716	8712564	26413304	32940880	20632632	17032080	26833924	8450532
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	5242880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10045076	0	0	0	0	0	0	0	0	0	0
2025-12-29	9559188	0	11608148	11284052	0	11406780	0	0	9600180	14720252	11874292	0	9641620	12076196	0	12655380	0	10664436	0	12440528	17325704	0	9455044	0	0	12810328	11981624	0	12111240	0	12202504	8487176	0	12477880	0	13169048	9576740	0	0	0	9780876	0	9566340	0	14696140	0	0	27410184	13097104	0	0	0	0	13719840	22569688	13851984	16992424	0	21966224	37632608	0	21546712	0	0	30081128	20717992	0	21577808	29870424	20905752	36191032	24397768	0	10340524	9567044	18838888	10342468	0	9469300	10248308	0	10554932	0	10045076	30010540	20309044	27625708	27652692	18486836	18987676	0	28929724	20676172	19509332
2026-01-05	17092488	0	11608148	0	31901836	921020	30609452	0	16088688	14720252	0	0	27448188	0	30271188	0	27256140	0	10432296	0	14960600	0	26211260	0	18004788	0	17069880	0	24276252	0	22154468	0	45186128	0	17212780	0	13514384	5427412	28753236	0	16009572	0	14613708	0	20464500	0	18812732	0	13097104	0	21529296	0	33922352	0	29726180	0	19834720	0	22074508	0	9759004	0	22713760	0	51487792	0	25992224	0	26019440	0	41186276	0	41852700	0	22515704	0	0	0	25273356	0	23093832	0	14341692	0	35720512	0	23826588	0	8001076	0	37117220	0	10190412	0
